year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2024,Reporter,Çağ University,"3,989",18.8,0%,34 : 66,
2024,Reporter,Universidad Camilo José Cela,"8,306",21.9,6%,74 : 26,
2024,Reporter,Canadian International College - Cairo Campus of Cape Breton University Canada,"9,568",42.9,1%,22 : 78,
2024,Reporter,Universidad de Carabobo,"25,198",17.1,0%,60 : 40,
2024,Reporter,Catholic University of Ávila,"3,181",7.7,3%,63 : 37,
2024,Reporter,Catholic University in Erbil,271,4.8,4%,55 : 45,
2024,Reporter,Universidad Católica de Colombia,"10,196",20.3,1%,50 : 50,
2024,Reporter,Universidad Católica de Cuenca,"12,116",10.6,3%,73 : 27,
2024,Reporter,Universidad Católica San Pablo,"10,049",33.0,1%,53 : 47,
2024,Reporter,Caucasus International University,"4,644",12.0,44%,54 : 46,
2024,Reporter,CBS International Business School,"1,564",37.2,33%,49 : 51,
2024,Reporter,Cebu Technological University,"45,431",39.6,0%,59 : 41,
2024,Reporter,CECOS University of IT and Emerging Sciences,"2,517",16.0,0%,8 : 92,
2024,Reporter,University of Celaya,"1,846",11.0,5%,51 : 49,
2024,Reporter,University Center Ali Kafi Tindouf,"1,115",16.6,4%,54 : 46,
2024,Reporter,University Center of Illizi,"1,203",44.6,0%,40 : 60,
2024,Reporter,University Center Morsli Abdellah of Tipaza,"17,414",36.3,0%,62 : 38,
2024,Reporter,University Center of Barika,"4,321",25.9,0%,55 : 45,
2024,Reporter,Central European University,"1,236",7.4,97%,54 : 46,
2024,Reporter,Central Luzon State University,"10,998",22.3,0%,62 : 38,
2024,Reporter,University of Central Punjab,"15,664",25.6,0%,37 : 63,
2024,Reporter,Centro de Estudios para la Calidad Educativa y la Investigación Científica (CECEIC),131,6.2,15%,62 : 38,
2024,Reporter,Centro Universitário Cesuca,"4,123",25.5,0%,64 : 36,
2024,Reporter,Centurion University of Technology and Management,"8,684",16.4,4%,28 : 72,
2024,Reporter,Universidad César Vallejo,"153,939",70.6,2%,55 : 45,
2024,Reporter,CETYS Universidad,"5,424",10.2,15%,45 : 55,
2024,Reporter,Charisma University,816,4.2,86%,52 : 48,
2024,Reporter,Chernihiv Polytechnic National University,"5,229",20.3,0%,42 : 58,
2024,Reporter,Chettinad Academy of Research and Education,"2,687",8.9,2%,60 : 40,
2024,Reporter,University of Chichester,"4,505",15.0,8%,64 : 36,
2024,Reporter,Chinhoyi University of Technology,"11,073",46.5,0%,50 : 50,
2024,Reporter,Chitkara University,"14,565",14.4,4%,37 : 63,
2024,Reporter,Universidad Científica del Sur,"14,638",10.8,1%,67 : 33,
2024,Reporter,Cihan University – Erbil,"4,963",23.5,2%,43 : 57,
2024,Reporter,Cihan University Sulaimaniya,"1,328",10.5,7%,54 : 46,
2024,Reporter,"City University of Science and Information Technology, Peshawar","4,300",21.7,2%,18 : 82,
2024,Reporter,Civil Aviation Academy,"1,840",17.5,2%,24 : 76,
2024,Reporter,University of Civil Protection,754,3.9,12%,10 : 90,
2024,Reporter,Conservatoire for Dance and Drama,"1,005",11.8,36%,70 : 30,
2024,Reporter,University of Constantine 3,"16,017",16.9,2%,73 : 27,
2024,Reporter,Courtauld Institute of Art,525,15.0,45%,79 : 21,
2024,Reporter,Cranfield University,"3,165",7.7,63%,30 : 70,
2024,Reporter,University for the Creative Arts,"5,605",18.1,40%,65 : 35,
2024,Reporter,University of Cumbria,"6,010",17.7,11%,70 : 30,
2024,Reporter,University of Cyberjaya,"1,891",17.3,22%,72 : 28,
2024,Reporter,Cyprus Health and Social Sciences University,"2,784",19.5,73%,44 : 56,
2024,Reporter,Daffodil International University (DIU),"17,236",22.0,5%,37 : 63,
2024,Reporter,Daneshpajoohan Pishro Higher Education Institute,"3,193",43.7,0%,72 : 28,
2024,Reporter,Dawood University of Engineering and Technology,"2,378",11.5,0%,18 : 82,
2024,Reporter,Debre Tabor University,"17,122",13.8,0%,37 : 63,
2024,Reporter,Delta University for Science and Technology,"8,876",16.6,0%,48 : 52,
2024,Reporter,"Delta State University, Abraka","28,031",34.7,0%,57 : 43,
2024,Reporter,Denau Institute of Entrepreneurship and Pedagogy,"5,676",21.5,0%,65 : 35,
2024,Reporter,Dhaka International University,"8,174",27.8,8%,18 : 82,
2024,Reporter,DHA Suffa University,"2,099",21.4,0%,24 : 76,
2024,Reporter,Dhofar University,"3,085",17.4,7%,55 : 45,
2024,Reporter,Don Bosco University,"3,168",14.9,0%,47 : 53,
2024,Reporter,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),722,12.4,1%,62 : 38,
2024,Reporter,Dovletmammet Azadi Turkmen National Institute of World Languages,"4,255",13.3,0%,78 : 22,
2024,Reporter,"Dr D. Y. Patil Vidyapeeth, Pune","3,787",7.2,0%,58 : 42,
2024,Reporter,Dr. M.G.R. Educational and Research Institute,"26,210",15.0,0%,30 : 70,
2024,Reporter,D. Serikbayev East Kazakhstan Technical University,"4,994",14.4,3%,29 : 71,
2024,Reporter,University of Dubai,"1,147",21.0,24%,29 : 71,
2024,Reporter,University of Duhok,"23,989",12.8,1%,56 : 44,
2024,Reporter,Dulaty University,"10,346",11.6,15%,54 : 46,
2024,Reporter,EAE Business School,"1,667",7.2,48%,47 : 53,
2024,Reporter,EAN University,"11,929",22.0,1%,55 : 45,
2024,Reporter,University of Eastern Philippines,"17,337",42.4,0%,59 : 41,
2024,Reporter,École Nationale Polytechnique,"1,773",10.2,0%,38 : 62,
2024,Reporter,École Nationale Polytechnique d’Oran Maurice Audin,"2,004",12.8,0%,32 : 68,
2024,Reporter,École Nationale Supérieure Agronomique,"1,125",7.6,0%,76 : 24,
2024,Reporter,"École Nationale Supérieure Agronomique, Algiers",350,11.7,0%,74 : 26,
2024,Reporter,École Nationale Supérieure de Biotechnologie Taoufik Khaznadar (ENSB),"1,227",15.1,0%,78 : 22,
2024,Reporter,École Nationale Supérieure d’Informatique (ESI),"1,202",9.8,0%,50 : 50,
2024,Reporter,École Nationale Supérieure de Management Koléa,606,16.4,0%,67 : 33,
2024,Reporter,École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral (ENSSMAL),888,12.0,0%,51 : 49,
2024,Reporter,École Nationale Supérieure Vétérinaire d’Alger,694,8.5,0%,55 : 45,
2024,Reporter,École National Polytechnique de Constantine,966,13.4,0%,41 : 59,
2024,Reporter,École Normale Supérieure de Béchar,307,6.5,0%,100 : 0,
2024,Reporter,École Normale Supérieure de Bouzaréah,"5,345",15.1,0%,91 : 9,
2024,Reporter,École Normale Supérieure El Katiba Assia Djebar Constantine (ENSC),"3,886",14.3,0%,93 : 7,
2024,Reporter,École Normale Supérieure de Kouba,"3,251",10.1,0%,84 : 16,
2024,Reporter,École Normale Supérieure de Laghouat,"2,675",17.4,0%,77 : 23,
2024,Reporter,École Normale Supérieure d’Oran,626,10.6,%,92 : 8,
2024,Reporter,École Polytechnique d’Architecture et d’Urbanisme,"1,386",10.3,0%,65 : 35,
2024,Reporter,École Supérieure de Comptabilité et de Finances de Constantine,786,15.1,0%,81 : 19,
2024,Reporter,École Supérieure en Informatique 8 Mai 1945 de Sidi-Bel-Abbès,899,17.6,0%,34 : 66,
2024,Reporter,École Supérieure en Sciences Appliquées de Tlemcen,801,8.8,0%,45 : 55,
2024,Reporter,École Supérieure en Sciences Biologiques d’Oran (ESSBO),493,14.1,0%,83 : 17,
2024,Reporter,École Supérieure en Sciences et Technologies de l’Informatique et du Numérique (ESTIN),520,17.3,0%,,
2024,Reporter,University of Economics – Varna,"7,899",36.4,4%,60 : 40,
2024,Reporter,Edo State University Uzairue,"3,031",15.4,0%,51 : 49,
2024,Reporter,Edwin Clark University,775,9.9,0%,60 : 40,
2024,Reporter,Effat University,"1,070",11.6,34%,99 : 1,
2024,Reporter,Egerton University,"26,399",55.1,1%,36 : 64,
2024,Reporter,Egyptian Russian University,"6,152",13.0,2%,40 : 60,
2024,Reporter,Elizade University,"1,458",9.6,0%,45 : 55,
2024,Reporter,University of El Oued,"27,370",33.3,0%,57 : 43,
2024,Reporter,Emir Abdelkader University of Islamic Sciences,"5,538",19.6,0%,73 : 27,
2024,Reporter,"Institute of Engineering, Technical and Transport Communications of Turkmenistan","2,760",14.2,1%,38 : 62,
2024,Reporter,Escola Superior de Enfermagem do Porto (ESEP),"1,600",9.4,0%,85 : 15,
2024,Reporter,Escuela Superior Politécnica de Chimborazo,"21,744",21.4,0%,50 : 50,
2024,Reporter,ESIC University,"6,169",19.6,10%,45 : 55,
2024,Reporter,Eskişehir Technical University,"14,836",21.6,2%,41 : 59,
2024,Reporter,Universidade Estadual do Maranhão,"18,445",16.0,0%,61 : 39,
2024,Reporter,Universidade Estadual do Norte do Paraná (UENP),"5,443",7.5,0%,59 : 41,
2024,Reporter,European University,"1,428",1.6,73%,40 : 60,
2024,Reporter,European University of Armenia,"2,027",8.4,7%,46 : 54,
2024,Reporter,European University Cyprus,"5,978",19.5,54%,58 : 42,
2024,Reporter,European University of Tunis,358,3.9,15%,48 : 52,
2024,Reporter,"Evangel University, Akaeze","1,123",7.7,0%,57 : 43,
2024,Reporter,Falmouth University,"4,660",16.6,13%,56 : 44,
2024,Reporter,Federal University of Kashere,"10,857",21.5,0%,29 : 71,
2024,Reporter,Federal University of Latin American Integration (UNILA),"5,547",16.1,32%,51 : 49,
2024,Reporter,Federal University of Paraí­ba (UFPB),"38,158",13.9,0%,0 : 100,
2024,Reporter,"Federal University of Petroleum Resources, Effurun","6,127",40.0,0%,17 : 83,
2024,Reporter,"Federal University of Technology, Minna","25,114",25.7,0%,23 : 77,
2024,Reporter,"Federal University of Technology, Owerri","25,099",19.2,0%,30 : 70,
2024,Reporter,Fergana Medical Institute of Public Health,"1,804",15.8,2%,49 : 51,
2024,Reporter,Fergana Polytechnic Institute,"15,621",25.1,0%,20 : 80,
2024,Reporter,Fergana State University,"18,359",20.0,1%,62 : 38,
2024,Reporter,Finis Terrae University,"10,313",8.4,2%,60 : 40,
2024,Reporter,Forman Christian College,"5,340",18.3,0%,46 : 54,
2024,Reporter,Fountain University,"1,376",10.7,0%,59 : 41,
2024,Reporter,University of Franca,"47,750",107.3,0%,57 : 43,
2024,Reporter,Francisk Skorina Gomel State University,"6,304",11.2,11%,51 : 49,
2024,Reporter,Fukushima University,"3,298",8.3,2%,,
2024,Reporter,Future University in Egypt,"8,471",9.9,11%,43 : 57,
2024,Reporter,University of Gafsa,"7,808",15.4,0%,10 : 90,
2024,Reporter,Gangadhar Meher University,"6,239",63.0,0%,53 : 47,
2024,Reporter,University of Garmian,"4,248",9.9,0%,69 : 31,
2024,Reporter,General Sir John Kotelawala Defence University,"5,405",16.7,2%,51 : 49,
2024,Reporter,University of Ghardaia,"15,228",29.5,0%,48 : 52,
2024,Reporter,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,"2,075",18.7,0%,12 : 88,
2024,Reporter,Glasgow School of Art,"2,260",15.6,41%,67 : 33,
2024,Reporter,Gomel State Medical University,"3,496",8.3,24%,70 : 30,
2024,Reporter,The Government Sadiq College Women University Bahawalpur,"6,055",68.8,0%,100 : 0,
2024,Reporter,Government College Women University Faisalabad,"14,123",56.3,0%,100 : 0,
2024,Reporter,"Government College Women University, Sialkot","7,275",36.0,0%,100 : 0,
2024,Reporter,"The Graduate University for Advanced Studies, SOKENDAI",543,0.5,29%,29 : 71,
2024,Reporter,Guildhall School of Music and Drama,995,5.0,35%,48 : 52,
2024,Reporter,Gulf College,"3,288",26.1,3%,41 : 59,
2024,Reporter,Gulf Medical University,"1,992",12.7,90%,72 : 28,
2024,Reporter,Gulistan State University,"10,382",27.8,0%,59 : 41,
2024,Reporter,University of Hafr Al Batin,"17,468",20.2,3%,62 : 38,
2024,Reporter,Hagoromo University of International Studies,"1,185",23.7,17%,54 : 46,
2024,Reporter,Hakuoh University,"5,173",44.2,1%,44 : 56,
2024,Reporter,Haliç University,"10,339",24.2,19%,59 : 41,
2024,Reporter,Häme University of Applied Sciences,"7,461",34.2,7%,53 : 47,
2024,Reporter,Hanseo University,"7,041",25.0,6%,38 : 62,
2024,Reporter,Harper Adams University,"2,155",13.1,10%,60 : 40,
2024,Reporter,Hartpury University,"1,975",18.0,11%,69 : 31,
2024,Reporter,Hawler Medical University,"4,500",7.5,1%,62 : 38,
2024,Reporter,University of Health Sciences Lahore,"1,089",6.4,1%,66 : 34,
2024,Reporter,"University of Health Sciences, Turkey","21,163",7.5,8%,69 : 31,
2024,Reporter,School of Higher Commercial Studies (EHEC Algiers),"1,583",13.2,0%,67 : 33,
2024,Reporter,"Higher National School of Renewable Energies, Environment & Sustainable Development",453,26.6,0%,100 : 0,
2024,Reporter,Higher School of Management and Digital Economy (HSMDE),"1,002",16.4,0%,66 : 34,
2024,Reporter,Higher School of Agronomy – Mostaganem (ESAM),666,14.2,0%,65 : 35,
2024,Reporter,Higher School of Management – Tlemcen,801,12.0,0%,82 : 18,
2024,Reporter,University of the Highlands and Islands,"7,645",139.0,12%,61 : 39,
2024,Reporter,Hilla University College,"4,829",17.6,0%,53 : 47,
2024,Reporter,Hiroshima International University,"4,017",15.1,1%,47 : 53,
2024,Reporter,Hiroshima Shudo University,"6,253",22.2,1%,37 : 63,
2024,Reporter,Hiroshima Institute of Technology,"4,645",25.9,0%,10 : 90,
2024,Reporter,Hitotsubashi University,"5,998",16.0,13%,33 : 67,
2024,Reporter,Ho Chi Minh City Open University,"27,092",54.0,0%,62 : 38,
2024,Reporter,Hodeida University,"17,579",22.0,0%,27 : 73,
2024,Reporter,Hokkaido University of Science,"4,630",20.1,0%,33 : 67,
2024,Reporter,University of Home Economics Lahore,"1,143",15.0,0%,100 : 0,
2024,Reporter,Ho Technical University,"4,601",17.8,0%,34 : 66,
2024,Reporter,Hryhorii Skovoroda University in Pereiaslav,"4,705",13.6,0%,55 : 45,
2024,Reporter,University of Human Development,"2,550",20.1,3%,48 : 52,
2024,Reporter,Humboldt State University,"5,285",14.8,1%,60 : 40,
2024,Reporter,Hyogo University of Teacher Education,"1,353",10.2,2%,59 : 41,
2024,Reporter,Ibn Khaldoun University,"30,653",29.6,0%,64 : 36,
2024,Reporter,"ICFAI University, Dehradun","2,385",25.9,0%,56 : 44,
2024,Reporter,IFHE Hyderabad,"7,066",19.1,0%,41 : 59,
2024,Reporter,Ilma University,"4,420",21.1,0%,21 : 79,
2024,Reporter,Imam Alkadhim University College,"9,197",44.2,0%,42 : 58,
2024,Reporter,IMT Mines Alès,"1,324",11.9,13%,31 : 69,
2024,Reporter,"Independent University, Bangladesh","10,686",31.6,0%,40 : 60,
2024,Reporter,Indira Gandhi Delhi Technical University for Women,"2,639",34.7,0%,100 : 0,
2024,Reporter,Information Technology University of the Punjab,"1,220",14.4,0%,22 : 78,
2024,Reporter,Innopolis University,893,17.1,33%,18 : 82,
2024,Reporter,Institute of Cancer Research,210,2.8,36%,65 : 35,
2024,Reporter,Universidad Internacional del Ecuador,"7,895",25.8,2%,45 : 55,
2024,Reporter,International American University,502,14.8,96%,55 : 45,
2024,Reporter,International Christian University,"2,823",12.1,13%,,
2024,Reporter,International Engineering and Technology University,"3,040",32.7,1%,36 : 64,
2024,Reporter,International University for the Humanities and Development,"1,784",17.7,0%,61 : 39,
2024,Reporter,International IT University,"5,656",14.9,1%,30 : 70,
2024,Reporter,International University of Rabat,"6,413",31.3,4%,53 : 47,
2024,Reporter,Institute of International Relations of the Ministry of Foreign Affairs of Turkmenistan,552,9.2,0%,39 : 61,
2024,Reporter,Inter-State School of Veterinary Sciences and Medicine,469,17.4,69%,31 : 69,
2024,Reporter,Ionian University,"8,507",40.7,2%,53 : 47,
2024,Reporter,Ion Mincu University of Architecture and Urbanism,"3,273",13.0,4%,72 : 28,
2024,Reporter,Iqra University,"9,569",13.6,1%,24 : 76,
2024,Reporter,The Islamic University,"5,023",10.2,1%,60 : 40,
2024,Reporter,Islamic University of Gaza,"17,102",45.0,1%,57 : 43,
2024,Reporter,Islamic University of Madinah,"10,104",8.4,70%,3 : 97,
2024,Reporter,Universitas Islam Sultan Agung,"17,824",14.3,0%,33 : 67,
2024,Reporter,Isra University (Jordan),"4,864",19.6,18%,54 : 46,
2024,Reporter,Israel Technological University,"3,282",37.7,1%,39 : 61,
2024,Reporter,Istanbul Arel University,"5,005",21.3,10%,52 : 48,
2024,Reporter,Istanbul Gelisim University,"34,637",39.0,13%,45 : 55,
2024,Reporter,Istanbul Kültür University,"12,495",26.0,11%,,
2024,Reporter,Istanbul Okan University,"8,563",15.3,14%,53 : 47,
2024,Reporter,IUBAT – International University of Business Agriculture and Technology,"5,115",18.1,1%,30 : 70,
2024,Reporter,Universita IULM,"8,109",18.9,6%,73 : 27,
2024,Reporter,Ivano Frankivsk National Technical University of Oil and Gas,"8,489",17.3,3%,25 : 75,
2024,Reporter,Jabir ibn Hayyan University for Medical and Pharmaceutical Sciences,"1,728",15.3,-0%,61 : 39,
2024,Reporter,Jadara University,"5,258",19.8,17%,38 : 62,
2024,Reporter,Japan Advanced Institute of Science and Technology (JAIST),"1,190",7.3,41%,22 : 78,
2024,Reporter,Japan University of Economics,"5,420",27.9,56%,30 : 70,
2024,Reporter,Jashore University of Science and Technology,"3,815",13.2,0%,32 : 68,
2024,Reporter,University of Jendouba,"10,328",16.6,1%,69 : 31,
2024,Reporter,Jizzakh Polytechnic Institute,"10,399",18.5,0%,16 : 84,
2024,Reporter,Jizzakh State Pedagogical University,"17,881",27.5,0%,63 : 37,
2024,Reporter,John von Neumann University,"3,210",13.8,0%,26 : 74,
2024,Reporter,Kabarak University,"8,592",40.0,0%,47 : 53,
2024,Reporter,Kabardino-Balkarian State University,"11,201",19.7,14%,54 : 46,
2024,Reporter,University of Kabianga,"8,060",39.1,0%,50 : 50,
2024,Reporter,Kadir Has University,"4,840",24.0,4%,55 : 45,
2024,Reporter,Kamianets-Podіlskyi Ivan Ohiienko National University,"2,790",7.6,0%,63 : 37,
2024,Reporter,Karaganda Buketov University,"13,360",9.1,7%,67 : 33,
2024,Reporter,Karaganda University of Kazpotrebsoyuz,"4,904",13.6,1%,56 : 44,
2024,Reporter,Karakalpak State University,"28,389",28.7,2%,44 : 56,
2024,Reporter,Karshi Engineering Economics Institute,"11,421",26.3,0%,15 : 85,
2024,Reporter,Kazakh-British Technical University,"5,178",27.6,2%,36 : 64,
2024,Reporter,Kazakh National Women’s Teacher Training University,"6,154",18.6,2%,100 : 0,
2024,Reporter,Kazakhstan Medical University KSPH,138,2.9,0%,64 : 36,
2024,Reporter,Kazan State Power Engineering University,"9,290",24.1,3%,32 : 68,
2024,Reporter,Keisen University,"1,064",26.0,5%,100 : 0,
2024,Reporter,Kharkiv University of Humanities “People’s Ukrainian Academy”,435,7.4,0%,82 : 18,
2024,Reporter,Kharkiv National Automobile and Highway University,"5,083",14.6,10%,,
2024,Reporter,Kharkiv National University of Internal Affairs,"8,692",13.8,4%,48 : 52,
2024,Reporter,Khazar University,"2,917",12.3,6%,52 : 48,
2024,Reporter,Khemis Miliana University,"21,277",27.6,0%,63 : 37,
2024,Reporter,Khulna University of Engineering and Technology (KUET),"6,170",15.5,0%,20 : 80,
2024,Reporter,Khwaja Fareed University of Engineering and Information Technology,"9,872",20.2,0%,43 : 57,
2024,Reporter,Khyber Medical University,"5,283",15.4,3%,40 : 60,
2024,Reporter,Kimyo International University in Tashkent,"8,057",17.3,13%,57 : 43,
2024,Reporter,King Abdullah University of Science and Technology (KAUST),"1,316",8.0,67%,36 : 64,
2024,Reporter,King Danylo University,"1,487",9.1,0%,56 : 44,
2024,Reporter,King Edward Medical University,"3,211",13.7,2%,60 : 40,
2024,Reporter,Kinnaird College for Women,"3,766",18.3,0%,100 : 0,
2024,Reporter,University of Kirkuk,"17,513",23.7,0%,61 : 39,
2024,Reporter,Kitami Institute of Technology,"1,977",14.6,5%,12 : 88,
2024,Reporter,Knowledge University,"2,130",16.4,1%,47 : 53,
2024,Reporter,Kobe Gakuin University,"11,485",34.7,3%,39 : 61,
2024,Reporter,Kocaeli Health and Technology University,"1,747",16.2,8%,69 : 31,
2024,Reporter,Kohsar University Murree,760,24.5,0%,69 : 31,
2024,Reporter,Kokshetau State University,"7,384",9.1,5%,63 : 37,
2024,Reporter,Kokugakuin University,"10,050",40.0,1%,43 : 57,
2024,Reporter,Konan University,"8,714",23.3,1%,42 : 58,
2024,Reporter,Konan Women’s University,"4,388",23.7,1%,100 : 0,
2024,Reporter,Koya University,"4,536",9.3,1%,50 : 50,
2024,Reporter,KPR Institute of Engineering and Technology,"3,318",12.2,0%,30 : 70,
2024,Reporter,Kumasi Technical University,"12,063",41.0,0%,37 : 63,
2024,Reporter,Kursk State Medical University,"6,857",12.1,31%,66 : 34,
2024,Reporter,Kütahya Health Sciences University,"4,583",9.6,1%,73 : 27,
2024,Reporter,Central University of Europe,138,0.4,1%,33 : 67,
2024,Reporter,Kuwait College of Science and Technology (KCST),"1,339",25.3,4%,56 : 44,
2024,Reporter,Kyiv National Economic University,"11,210",11.2,1%,60 : 40,
2024,Reporter,Kyoai Gakuen University,"1,141",20.4,2%,63 : 37,
2024,Reporter,Kyoto Koka Women’s University,"1,937",18.3,%,100 : 0,
2024,Reporter,Kyoto Notre Dame University,"1,337",8.5,4%,100 : 0,
2024,Reporter,Kyrgyz-Turkish Manas University,"5,768",15.0,11%,57 : 43,
2024,Reporter,K. Zhubanov Aktobe Regional University,"14,225",21.4,2%,59 : 41,
2024,Reporter,Lahore Leads University,"2,656",15.3,0%,44 : 56,
2024,Reporter,Landmark University,"3,239",12.9,0%,35 : 65,
2024,Reporter,Larbi Tebessi University,"18,528",21.6,0%,60 : 40,
2024,Reporter,La Salle University (Colombia),"9,094",18.9,1%,56 : 44,
2024,Reporter,University of Las Américas (UDLA),"13,935",13.7,2%,54 : 46,
2024,Reporter,Leeds Arts University,"2,225",15.9,12%,75 : 25,
2024,Reporter,Leeds Conservatoire,"1,460",20.9,11%,34 : 66,
2024,Reporter,Leeds Trinity University,"3,790",23.7,9%,64 : 36,
2024,Reporter,Lesya Ukrainka Volyn National University,"7,814",12.4,1%,69 : 31,
2024,Reporter,Liaquat University of Medical and Health Sciences (LUMHS),"4,953",10.0,4%,54 : 46,
2024,Reporter,University of Liberal Arts Bangladesh,"4,242",19.4,0%,49 : 51,
2024,Reporter,Lincoln University College,"2,233",5.7,41%,19 : 81,
2024,Reporter,Lira University,"1,570",14.3,0%,41 : 59,
2024,Reporter,Université du Littoral Côte d’Opale,"9,154",20.2,17%,50 : 50,
2024,Reporter,Liverpool Hope University,"4,640",17.2,14%,64 : 36,
2024,Reporter,Liverpool Institute for Performing Arts,925,18.5,22%,58 : 42,
2024,Reporter,Liverpool School of Tropical Medicine,200,2.1,28%,71 : 29,
2024,Reporter,The LNM Institute of Information Technology,"2,193",19.1,0%,15 : 85,
2024,Reporter,London Academy of Music and Dramatic Art (LAMDA),270,6.8,40%,55 : 45,
2024,Reporter,London Business School,"2,125",20.2,91%,37 : 63,
2024,Reporter,London School of Hygiene and Tropical Medicine,870,1.7,57%,72 : 28,
2024,Reporter,London Metropolitan University,"10,065",25.5,50%,65 : 35,
2024,Reporter,Lviv State University of Life Safety,"2,180",12.3,0%,,
2024,Reporter,University of Magallanes,"4,235",15.6,1%,62 : 38,
2024,Reporter,Universidad del Magdalena,"15,306",31.8,0%,49 : 51,
2024,Reporter,University Centre of Maghnia,"3,566",19.5,0%,47 : 53,
2024,Reporter,Mahatma Jyotiba Phule Rohilkhand University,"5,511",38.8,0%,18 : 82,
2024,Reporter,Malawi University of Science and Technology (MUST),"2,724",12.4,0%,15 : 85,
2024,Reporter,Management Development Institute (MDI),966,12.5,0%,24 : 76,
2024,Reporter,Management & Science University (MSU),"4,374",9.0,30%,60 : 40,
2024,Reporter,Universidad Manuela Beltrán,"14,790",30.6,0%,43 : 57,
2024,Reporter,Margulan University,"5,733",22.8,2%,75 : 25,
2024,Reporter,Mariano Marcos State University,"13,240",24.8,0%,58 : 42,
2024,Reporter,Maritime University of Szczecin,"2,484",24.2,13%,26 : 74,
2024,Reporter,University of Mataram,"31,378",24.0,0%,61 : 39,
2024,Reporter,M. Auezov South Kazakhstan University,"18,760",6.3,12%,52 : 48,
2024,Reporter,Universidad Mayor de San Simón,"83,711",182.0,0%,53 : 47,
2024,Reporter,University of Medea,"22,350",25.9,0%,62 : 38,
2024,Reporter,University of Medellín,"9,268",16.9,2%,55 : 45,
2024,Reporter,Medizinische Hochschule Hannover,"3,362",8.3,14%,67 : 33,
2024,Reporter,Meikai University,"4,605",17.8,16%,43 : 57,
2024,Reporter,Universitas Mercu Buana,"19,945",23.9,0%,46 : 54,
2024,Reporter,Middle East University,"3,648",20.2,27%,42 : 58,
2024,Reporter,Mindanao State University – Iligan Institute of Technology,"21,015",40.7,0%,51 : 49,
2024,Reporter,Minhaj University Lahore,"2,971",10.6,0%,46 : 54,
2024,Reporter,University of Misan,"16,565",19.9,0%,61 : 39,
2024,Reporter,Misr University for Science and Technology,"25,105",17.6,5%,49 : 51,
2024,Reporter,Mizoram University,"3,123",8.9,0%,48 : 52,
2024,Reporter,M. Kumarasamy College of Engineering,"3,868",11.5,0%,35 : 65,
2024,Reporter,"MNS University of Agriculture, Multan","4,390",31.1,0%,25 : 75,
2024,Reporter,Modern University for Business and Science,"1,834",20.5,20%,54 : 46,
2024,Reporter,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,"20,247",33.9,0%,100 : 0,
2024,Reporter,University of Mohamed Lamine Debaghin Setif 2,"27,047",33.6,0%,62 : 38,
2024,Reporter,Monroe College,"5,068",16.1,14%,54 : 46,
2024,Reporter,University of Monterrey,"11,670",17.0,1%,60 : 40,
2024,Reporter,Russian Biotechnological University (BIOTECH),"5,901",10.8,9%,54 : 46,
2024,Reporter,Moscow State Linguistic University,"5,930",6.4,9%,74 : 26,
2024,Reporter,Moscow Technical University of Communications and Informatics,"4,398",20.3,6%,20 : 80,
2024,Reporter,University of Mostar,"9,412",8.9,14%,62 : 38,
2024,Reporter,Muban Chombueng Rajabhat University,"4,450",15.2,0%,62 : 38,
2024,Reporter,Universitas Muhammadiyah Yogyakarta,"21,043",29.4,1%,49 : 51,
2024,Reporter,Mukogawa Women’s University,"8,662",24.8,0%,100 : 0,
2024,Reporter,Mulungushi University,"8,057",44.5,1%,45 : 55,
2024,Reporter,Musashino University,"9,093",28.5,8%,58 : 42,
2024,Reporter,Universidad Nacional Abierta y a Distancia (UNAD),"226,124",49.6,0%,,
2024,Reporter,Universidad Nacional de Asunción,"53,043",9.8,2%,39 : 61,
2024,Reporter,Universidad Nacional de Chimborazo,"9,455",16.8,1%,57 : 43,
2024,Reporter,Universidad Nacional de Itapúa,"5,104",5.0,1%,55 : 45,
2024,Reporter,Universidad Nacional de Rafaela (UNRaf),"2,183",6.3,0%,56 : 44,
2024,Reporter,Nagoya University of Commerce & Business,"3,815",32.1,10%,23 : 77,
2024,Reporter,Nakhchivan State University,"7,652",7.9,20%,48 : 52,
2024,Reporter,Nakhon Ratchasima Rajabhat University,"15,044",27.8,0%,68 : 32,
2024,Reporter,Namal University,557,15.9,0%,37 : 63,
2024,Reporter,Namangan Engineering Construction Institute,"7,886",20.9,0%,11 : 89,
2024,Reporter,Namangan Institute of Engineering and Technology,"5,094",14.1,0%,28 : 72,
2024,Reporter,Namangan State University,"24,148",25.8,0%,54 : 46,
2024,Reporter,Narxoz University,"3,187",13.0,2%,59 : 41,
2024,Reporter,"Nasarawa State University, Keffi","12,885",13.2,13%,42 : 58,
2024,Reporter,Universidad Nacional Agraria La Molina,"8,139",13.2,2%,48 : 52,
2024,Reporter,National Film and Television School,400,7.3,41%,50 : 50,
2024,Reporter,National University of Food Technologies,"5,361",10.1,0%,,
