year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2019,1001+,Pirogov Russian National Research Medical University,"8,608",5.7,7%,73 : 27,
2019,1001+,PMAS Arid Agriculture University Rawalpindi,"10,919",45.5,0%,39 : 61,
2019,1001+,Pontifical Catholic University of Valparaíso,"15,165",23.1,1%,43 : 57,
2019,1001+,Universidad Pontificia Bolivariana (UPB),"13,748",11.3,1%,56 : 44,
2019,1001+,Pontifícia Universidade Católica do Paraná,"25,198",25.8,1%,52 : 48,
2019,1001+,Prince of Songkla University,"41,469",18.0,2%,69 : 31,
2019,1001+,PSG College of Technology,"8,283",15.3,0%,38 : 62,
2019,1001+,Ritsumeikan University,"32,739",17.0,5%,36 : 64,
2019,1001+,University of the Ryukyus,"8,184",10.9,2%,38 : 62,
2019,1001+,Saga University,"6,994",9.9,2%,38 : 62,
2019,1001+,Saitama Medical University,"1,889",1.5,0%,52 : 48,
2019,1001+,"University of Santiago, Chile (USACH)","24,606",25.9,2%,40 : 60,
2019,1001+,SASTRA University,"12,997",16.5,0%,50 : 50,
2019,1001+,Sathyabama Institute of Science and Technology,"15,886",19.5,1%,48 : 52,
2019,1001+,University of Sciences and Technology Houari Boumediene,"35,418",19.0,1%,,
2019,1001+,Sechenov University,"15,320",8.5,13%,79 : 21,
2019,1001+,Seoul National University of Science and Technology (SeoulTech),"12,407",17.3,3%,34 : 66,
2019,1001+,Shahid Bahonar University of Kerman,"14,635",22.2,0%,56 : 44,
2019,1001+,Shahrood University of Technology,"8,453",27.0,0%,46 : 54,
2019,1001+,Shanghai Maritime University,"23,281",18.0,3%,40 : 60,
2019,1001+,Shibaura Institute of Technology,"7,287",23.9,13%,19 : 81,
2019,1001+,Shimane University,"6,125",7.9,2%,36 : 64,
2019,1001+,Shizuoka University,"9,932",13.7,3%,29 : 71,
2019,1001+,University of Shizuoka,"2,937",11.4,4%,60 : 40,
2019,1001+,Showa University,"3,650",2.0,0%,58 : 42,
2019,1001+,Siberian Federal University,"26,705",15.9,3%,50 : 50,
2019,1001+,University of Silesia in Katowice,"25,546",13.5,3%,67 : 33,
2019,1001+,Simón Bolívar University,"11,040",14.9,0%,44 : 56,
2019,1001+,Slovak University of Technology in Bratislava,"14,579",13.0,2%,34 : 66,
2019,1001+,Sofia University,"23,029",14.4,5%,65 : 35,
2019,1001+,University of Sonora,"29,921",20.9,1%,53 : 47,
2019,1001+,Sophia University,"13,281",24.5,9%,54 : 46,
2019,1001+,University of South Africa,"163,520",106.7,8%,67 : 33,
2019,1001+,University of South China,"21,927",3.6,1%,44 : 56,
2019,1001+,Southern Federal University,"17,627",8.3,8%,51 : 49,
2019,1001+,University of Southern Mississippi,"13,562",18.5,4%,64 : 36,
2019,1001+,South Valley University  (Egypt),"46,462",55.9,0%,62 : 38,
2019,1001+,Southwest Jiaotong University,"36,351",16.0,2%,25 : 75,
2019,1001+,Srinakharinwirot University,"23,105",19.5,0%,66 : 34,
2019,1001+,SRM Institute of Science and Technology,"47,375",16.4,2%,21 : 79,
2019,1001+,State University of Ponta Grossa,"10,378",10.8,0%,57 : 43,
2019,1001+,St Petersburg Electrotechnical University (LETI),"8,418",13.1,12%,30 : 70,
2019,1001+,Tamil Nadu Agricultural University,"5,893",7.3,0%,62 : 38,
2019,1001+,Tamkang University,"27,041",23.9,7%,48 : 52,
2019,1001+,University of Tarapacá,"8,857",25.0,2%,54 : 46,
2019,1001+,Taras Shevchenko National University of Kyiv,"22,400",8.8,4%,57 : 43,
2019,1001+,Technical University of Košice,"9,013",11.6,5%,29 : 71,
2019,1001+,Technical University of Liberec,"5,706",11.0,11%,55 : 45,
2019,1001+,Universidade Tecnológica Federal do Paraná (UTFPR),"33,025",13.2,1%,36 : 64,
2019,1001+,Universiti Teknologi MARA,"54,418",16.4,0%,66 : 34,
2019,1001+,Institut Teknologi Sepuluh Nopember,"16,712",13.2,3%,40 : 60,
2019,1001+,Thammasat University,"33,023",12.2,1%,63 : 37,
2019,1001+,TOBB University of Economics and Technology,"5,474",16.5,1%,46 : 54,
2019,1001+,Tokai University,"30,070",12.9,2%,26 : 74,
2019,1001+,Tokyo University of Agriculture,"12,145",34.9,2%,41 : 59,
2019,1001+,Tokyo City University,"7,760",15.9,1%,23 : 77,
2019,1001+,Tokyo Denki University,"9,315",25.2,2%,11 : 89,
2019,1001+,Tokyo University of Marine Science and Technology,"2,686",11.0,7%,33 : 67,
2019,1001+,Tomas Bata University in Zlín,"8,804",20.2,10%,59 : 41,
2019,1001+,Tottori University,"6,094",8.2,2%,36 : 64,
2019,1001+,University of Toyama,"9,289",12.0,3%,40 : 60,
2019,1001+,Toyo University,"30,484",31.0,4%,41 : 59,
2019,1001+,University of Tunis El Manar,"34,455",10.3,1%,67 : 33,
2019,1001+,Unisinos University,"13,475",21.1,1%,52 : 48,
2019,1001+,Ural Federal University,"24,406",10.9,9%,49 : 51,
2019,1001+,Urmia University,"13,569",27.8,0%,50 : 50,
2019,1001+,Utsunomiya University,"4,989",13.8,5%,37 : 63,
2019,1001+,University of Valparaíso,"16,535",17.9,3%,57 : 43,
2019,1001+,University of Veracruz,"61,886",13.6,0%,53 : 47,
2019,1001+,"University of Veterinary and Animal Sciences, Lahore","5,255",28.9,1%,47 : 53,
2019,1001+,V.N. Karazin Kharkiv National University,"16,069",10.1,29%,55 : 45,
2019,1001+,Volgograd State Technical University,"13,061",12.5,7%,39 : 61,
2019,1001+,Voronezh State University,"15,490",11.4,10%,57 : 43,
2019,1001+,VSB - Technical University of Ostrava,"14,835",17.3,10%,36 : 64,
2019,1001+,University of West Bohemia,"11,984",17.5,4%,52 : 48,
2019,1001+,West University of Timişoara,"14,189",18.3,4%,64 : 36,
2019,1001+,Wrocław University of Science and Technology,"34,819",18.5,2%,33 : 67,
2019,1001+,Yamaguchi University,"10,569",10.8,4%,36 : 64,
2019,1001+,Yanshan University,"32,183",16.3,1%,39 : 61,
2019,1001+,Yarmouk University,"35,320",34.5,9%,61 : 39,
2019,1001+,Yazd University,"13,635",30.3,0%,57 : 43,
2019,1001+,Yeditepe University,"19,705",18.6,2%,55 : 45,
2019,1001+,Yuan Ze University,"8,186",19.2,9%,42 : 58,
2019,1001+,Zagazig University,"135,036",20.6,2%,51 : 49,
2019,1001+,University of Zanjan,"10,606",26.7,0%,55 : 45,
